timestamp,location_id,rain_mm,temperature_c,heat_index_c,wind_speed_kmh,visibility_m,dust_level,day_night,weather_condition,data_source,synthetic_flag,data_quality_confidence
2026-01-01T06:00:00,LOC001,0.0,38.4,40.5,23.1,4358.0,low,day,clear,synthetic,True,0.88
2026-01-01T06:30:00,LOC007,0.0,27.2,27.3,30.6,587.0,low,day,windy,synthetic,True,0.88
2026-01-01T07:00:00,LOC005,0.0,17.1,17.1,31.3,622.0,low,day,windy,synthetic,True,0.88
2026-01-01T07:30:00,LOC007,0.0,35.5,40.5,18.3,4272.0,low,day,clear,synthetic,True,0.88
2026-01-01T08:00:00,LOC004,0.0,19.3,19.3,16.6,4245.0,low,day,clear,synthetic,True,0.88
2026-01-01T08:30:00,LOC009,2.18,16.0,16.0,33.3,3050.0,low,day,light_rain,synthetic,True,0.88
2026-01-01T09:00:00,LOC008,0.0,17.3,17.3,13.9,1930.0,low,day,clear,synthetic,True,0.88
2026-01-01T09:30:00,LOC007,0.0,17.6,17.6,25.7,2159.0,low,day,clear,synthetic,True,0.88
2026-01-01T10:00:00,LOC006,0.0,25.2,25.2,16.1,3107.0,low,day,clear,synthetic,True,0.88
2026-01-01T10:30:00,LOC001,0.0,34.4,36.7,32.7,1318.0,low,day,windy,synthetic,True,0.88
2026-01-01T11:00:00,LOC001,0.0,34.3,34.8,9.5,1978.0,low,day,clear,synthetic,True,0.88
2026-01-01T11:30:00,LOC007,0.0,35.2,36.7,16.6,2343.0,low,day,clear,synthetic,True,0.88
2026-01-01T12:00:00,LOC001,0.0,35.8,35.9,36.1,567.0,low,day,windy,synthetic,True,0.88
2026-01-01T12:30:00,LOC006,9.19,20.3,20.3,26.0,279.0,medium,day,light_rain,synthetic,True,0.88
2026-01-01T13:00:00,LOC004,0.0,34.9,37.4,0.5,2263.0,low,day,clear,synthetic,True,0.88
2026-01-01T13:30:00,LOC009,0.0,34.0,35.6,18.3,3557.0,low,day,clear,synthetic,True,0.88
2026-01-01T14:00:00,LOC005,0.0,24.2,24.2,12.8,933.0,low,day,clear,synthetic,True,0.88
2026-01-01T14:30:00,LOC009,0.0,20.9,20.9,2.2,754.0,low,day,clear,synthetic,True,0.88
2026-01-01T15:00:00,LOC008,0.0,28.4,30.2,30.9,3675.0,low,day,windy,synthetic,True,0.88
2026-01-01T15:30:00,LOC008,0.0,33.5,37.8,17.3,3587.0,low,day,clear,synthetic,True,0.88
2026-01-01T16:00:00,LOC005,4.04,24.0,24.0,35.7,2873.0,low,day,light_rain,synthetic,True,0.88
2026-01-01T16:30:00,LOC007,2.49,38.2,42.4,34.5,3246.0,low,day,light_rain,synthetic,True,0.88
2026-01-01T17:00:00,LOC007,0.0,23.6,23.6,33.9,2423.0,low,day,windy,synthetic,True,0.88
2026-01-01T17:30:00,LOC010,0.17,23.7,23.7,35.0,3874.0,low,day,windy,synthetic,True,0.88
2026-01-01T18:00:00,LOC003,0.0,17.8,17.8,34.3,1588.0,low,day,windy,synthetic,True,0.88
2026-01-01T18:30:00,LOC004,2.58,35.2,36.7,6.9,2518.0,low,day,light_rain,synthetic,True,0.88
2026-01-01T19:00:00,LOC002,0.0,25.8,25.8,6.1,2264.0,low,night,clear,synthetic,True,0.88
2026-01-01T19:30:00,LOC004,0.0,34.7,36.6,35.7,2234.0,low,night,windy,synthetic,True,0.88
2026-01-01T20:00:00,LOC002,0.0,15.8,15.8,34.2,1801.0,low,night,windy,synthetic,True,0.88
2026-01-01T20:30:00,LOC010,0.0,31.7,33.0,28.3,4096.0,low,night,clear,synthetic,True,0.88
2026-01-01T21:00:00,LOC008,0.0,31.5,33.9,35.4,2980.0,low,night,windy,synthetic,True,0.88
2026-01-01T21:30:00,LOC002,0.0,36.2,36.4,34.8,143.0,high,night,dusty,synthetic,True,0.88
2026-01-01T22:00:00,LOC001,0.0,35.0,35.5,32.9,2097.0,low,night,windy,synthetic,True,0.88
2026-01-01T22:30:00,LOC006,0.0,37.3,40.6,13.5,559.0,low,night,clear,synthetic,True,0.88
2026-01-01T23:00:00,LOC001,0.0,36.2,39.0,20.7,4248.0,low,night,clear,synthetic,True,0.88
2026-01-01T23:30:00,LOC009,0.0,35.1,35.6,35.2,4111.0,low,night,windy,synthetic,True,0.88
2026-01-02T00:00:00,LOC003,0.0,39.4,41.9,7.1,2769.0,low,night,clear,synthetic,True,0.88
2026-01-02T00:30:00,LOC007,0.0,35.3,35.4,18.1,341.0,medium,night,clear,synthetic,True,0.88
2026-01-02T01:00:00,LOC005,0.0,19.3,19.3,22.8,3162.0,low,night,clear,synthetic,True,0.88
2026-01-02T01:30:00,LOC007,0.0,32.9,34.7,3.6,3168.0,low,night,clear,synthetic,True,0.88
2026-01-02T02:00:00,LOC004,0.0,23.1,23.1,12.7,3826.0,low,night,clear,synthetic,True,0.88
2026-01-02T02:30:00,LOC009,17.54,19.6,19.6,25.5,130.0,high,night,heavy_rain,synthetic,True,0.88
2026-01-02T03:00:00,LOC010,0.0,34.9,38.4,38.3,2911.0,low,night,windy,synthetic,True,0.88
2026-01-02T03:30:00,LOC007,0.0,20.5,20.5,15.6,3200.0,low,night,clear,synthetic,True,0.88
2026-01-02T04:00:00,LOC003,0.0,15.6,15.6,26.1,2196.0,low,night,clear,synthetic,True,0.88
2026-01-02T04:30:00,LOC005,0.0,26.6,26.6,8.3,4264.0,low,night,clear,synthetic,True,0.88
2026-01-02T05:00:00,LOC001,0.0,39.8,42.4,1.4,4573.0,low,night,clear,synthetic,True,0.88
2026-01-02T05:30:00,LOC001,0.0,26.0,26.0,10.9,2150.0,low,night,clear,synthetic,True,0.88
2026-01-02T06:00:00,LOC006,0.0,18.6,18.6,19.6,4015.0,low,day,clear,synthetic,True,0.88
2026-01-02T06:30:00,LOC006,0.0,19.6,19.6,16.8,958.0,low,day,clear,synthetic,True,0.88
2026-01-02T07:00:00,LOC007,0.0,16.5,16.5,20.0,3996.0,low,day,clear,synthetic,True,0.88
2026-01-02T07:30:00,LOC006,0.0,16.4,16.4,30.2,1324.0,low,day,windy,synthetic,True,0.88
2026-01-02T08:00:00,LOC005,0.0,29.0,31.3,1.9,4730.0,low,day,clear,synthetic,True,0.88
2026-01-02T08:30:00,LOC004,3.64,39.0,39.2,37.9,1626.0,low,day,light_rain,synthetic,True,0.88
2026-01-02T09:00:00,LOC001,0.0,35.9,39.9,24.0,1150.0,low,day,clear,synthetic,True,0.88
2026-01-02T09:30:00,LOC004,0.0,30.7,32.0,4.7,821.0,low,day,clear,synthetic,True,0.88
2026-01-02T10:00:00,LOC003,0.0,24.2,24.2,7.8,2586.0,low,day,clear,synthetic,True,0.88
2026-01-02T10:30:00,LOC002,0.0,17.7,17.7,16.0,3372.0,low,day,clear,synthetic,True,0.88
2026-01-02T11:00:00,LOC009,0.0,24.5,24.5,2.2,4246.0,low,day,clear,synthetic,True,0.88
2026-01-02T11:30:00,LOC009,0.0,16.1,16.1,9.0,2856.0,low,day,clear,synthetic,True,0.88
2026-01-02T12:00:00,LOC006,0.0,35.1,39.9,24.0,3979.0,low,day,clear,synthetic,True,0.88
2026-01-02T12:30:00,LOC005,26.54,20.5,20.5,13.1,68.0,high,day,heavy_rain,synthetic,True,0.88
2026-01-02T13:00:00,LOC009,0.0,22.6,22.6,30.1,3007.0,low,day,windy,synthetic,True,0.88
2026-01-02T13:30:00,LOC010,0.99,29.7,32.9,14.8,581.0,low,day,clear,synthetic,True,0.88
2026-01-02T14:00:00,LOC004,0.0,20.4,20.4,25.8,3373.0,low,day,clear,synthetic,True,0.88
2026-01-02T14:30:00,LOC009,0.0,33.8,36.9,9.6,3785.0,low,day,clear,synthetic,True,0.88
2026-01-02T15:00:00,LOC003,0.0,21.9,21.9,17.4,2314.0,low,day,clear,synthetic,True,0.88
2026-01-02T15:30:00,LOC008,3.82,19.6,19.6,27.2,3270.0,low,day,light_rain,synthetic,True,0.88
2026-01-02T16:00:00,LOC010,0.0,28.6,32.3,12.5,1644.0,low,day,clear,synthetic,True,0.88
2026-01-02T16:30:00,LOC002,0.0,31.4,33.9,10.4,4434.0,low,day,clear,synthetic,True,0.88
2026-01-02T17:00:00,LOC009,5.76,31.9,34.9,11.4,233.0,medium,day,light_rain,synthetic,True,0.88
2026-01-02T17:30:00,LOC009,11.22,37.3,40.2,11.8,252.0,medium,day,heavy_rain,synthetic,True,0.88
2026-01-02T18:00:00,LOC002,9.03,18.8,18.8,6.4,110.0,high,day,light_rain,synthetic,True,0.88
2026-01-02T18:30:00,LOC001,0.0,19.7,19.7,6.8,1069.0,low,day,clear,synthetic,True,0.88
2026-01-02T19:00:00,LOC005,0.0,38.5,39.4,10.4,2484.0,low,night,clear,synthetic,True,0.88
2026-01-02T19:30:00,LOC001,0.0,17.8,17.8,4.1,232.0,medium,night,clear,synthetic,True,0.88
2026-01-02T20:00:00,LOC009,0.0,33.8,36.9,27.1,428.0,medium,night,clear,synthetic,True,0.88
2026-01-02T20:30:00,LOC009,0.0,34.9,38.9,39.1,4338.0,low,night,windy,synthetic,True,0.88
2026-01-02T21:00:00,LOC010,46.92,20.3,20.3,6.2,284.0,medium,night,heavy_rain,synthetic,True,0.88
2026-01-02T21:30:00,LOC008,0.0,33.1,35.7,29.0,550.0,low,night,clear,synthetic,True,0.88
2026-01-02T22:00:00,LOC007,0.0,19.7,19.7,7.8,636.0,low,night,clear,synthetic,True,0.88
2026-01-02T22:30:00,LOC001,0.0,18.1,18.1,32.4,1084.0,low,night,windy,synthetic,True,0.88
2026-01-02T23:00:00,LOC001,0.0,20.6,20.6,16.0,3394.0,low,night,clear,synthetic,True,0.88
2026-01-02T23:30:00,LOC009,0.0,22.2,22.2,34.7,3030.0,low,night,windy,synthetic,True,0.88
2026-01-03T00:00:00,LOC003,0.0,33.4,37.1,21.7,2138.0,low,night,clear,synthetic,True,0.88
2026-01-03T00:30:00,LOC001,0.0,17.4,17.4,24.3,3653.0,low,night,clear,synthetic,True,0.88
2026-01-03T01:00:00,LOC010,0.0,16.9,16.9,12.6,4636.0,low,night,clear,synthetic,True,0.88
2026-01-03T01:30:00,LOC003,5.23,21.6,21.6,0.2,221.0,medium,night,light_rain,synthetic,True,0.88
2026-01-03T02:00:00,LOC006,0.0,20.8,20.8,24.8,175.0,high,night,dusty,synthetic,True,0.88
2026-01-03T02:30:00,LOC003,0.0,29.3,32.1,39.2,1125.0,low,night,windy,synthetic,True,0.88
2026-01-03T03:00:00,LOC003,0.0,27.9,30.1,17.0,4801.0,low,night,clear,synthetic,True,0.88
2026-01-03T03:30:00,LOC005,0.0,19.0,19.0,35.8,2937.0,low,night,windy,synthetic,True,0.88
2026-01-03T04:00:00,LOC006,0.0,17.4,17.4,0.2,2064.0,low,night,clear,synthetic,True,0.88
2026-01-03T04:30:00,LOC004,0.0,22.3,22.3,19.1,4219.0,low,night,clear,synthetic,True,0.88
2026-01-03T05:00:00,LOC007,0.0,37.1,41.1,35.9,3446.0,low,night,windy,synthetic,True,0.88
2026-01-03T05:30:00,LOC006,0.0,22.5,22.5,2.2,4389.0,low,night,clear,synthetic,True,0.88
2026-01-03T06:00:00,LOC010,0.0,23.2,23.2,13.2,3720.0,low,day,clear,synthetic,True,0.88
2026-01-03T06:30:00,LOC010,1.68,36.7,41.2,11.0,1443.0,low,day,clear,synthetic,True,0.88
2026-01-03T07:00:00,LOC004,0.0,17.6,17.6,8.9,2943.0,low,day,clear,synthetic,True,0.88
2026-01-03T07:30:00,LOC003,0.0,18.1,18.1,10.2,2402.0,low,day,clear,synthetic,True,0.88
2026-01-03T08:00:00,LOC004,0.0,28.9,33.0,37.1,1154.0,low,day,windy,synthetic,True,0.88
2026-01-03T08:30:00,LOC003,0.0,21.7,21.7,15.4,1534.0,low,day,clear,synthetic,True,0.88
2026-01-03T09:00:00,LOC008,0.0,32.2,33.4,35.8,2831.0,low,day,windy,synthetic,True,0.88
2026-01-03T09:30:00,LOC002,0.0,18.7,18.7,28.7,4736.0,low,day,clear,synthetic,True,0.88
2026-01-03T10:00:00,LOC008,0.0,33.7,35.8,5.6,1290.0,low,day,clear,synthetic,True,0.88
2026-01-03T10:30:00,LOC009,0.0,15.2,15.2,8.0,3334.0,low,day,clear,synthetic,True,0.88
2026-01-03T11:00:00,LOC001,0.0,15.4,15.4,15.7,2593.0,low,day,clear,synthetic,True,0.88
2026-01-03T11:30:00,LOC009,0.0,15.9,15.9,31.6,3969.0,low,day,windy,synthetic,True,0.88
2026-01-03T12:00:00,LOC005,0.0,38.2,40.1,8.8,4036.0,low,day,clear,synthetic,True,0.88
2026-01-03T12:30:00,LOC004,0.0,38.8,43.6,12.5,3116.0,low,day,clear,synthetic,True,0.88
2026-01-03T13:00:00,LOC005,0.0,21.7,21.7,13.8,4542.0,low,day,clear,synthetic,True,0.88
2026-01-03T13:30:00,LOC006,0.0,38.1,41.4,13.3,1402.0,low,day,clear,synthetic,True,0.88
2026-01-03T14:00:00,LOC007,0.0,17.9,17.9,37.9,1128.0,low,day,windy,synthetic,True,0.88
2026-01-03T14:30:00,LOC008,0.0,23.9,23.9,27.0,2401.0,low,day,clear,synthetic,True,0.88
2026-01-03T15:00:00,LOC006,0.0,34.4,34.7,32.8,365.0,medium,day,windy,synthetic,True,0.88
2026-01-03T15:30:00,LOC009,0.57,19.5,19.5,16.1,1193.0,low,day,clear,synthetic,True,0.88
2026-01-03T16:00:00,LOC010,0.0,37.3,38.9,21.3,2670.0,low,day,clear,synthetic,True,0.88
2026-01-03T16:30:00,LOC009,4.85,17.4,17.4,23.5,1149.0,low,day,light_rain,synthetic,True,0.88
2026-01-03T17:00:00,LOC003,0.12,35.6,37.4,24.3,680.0,low,day,clear,synthetic,True,0.88
2026-01-03T17:30:00,LOC009,0.0,16.5,16.5,16.6,4488.0,low,day,clear,synthetic,True,0.88
2026-01-03T18:00:00,LOC007,0.0,31.8,33.6,12.1,3618.0,low,day,clear,synthetic,True,0.88
2026-01-03T18:30:00,LOC002,0.0,38.9,39.8,39.8,2141.0,low,day,windy,synthetic,True,0.88
2026-01-03T19:00:00,LOC010,0.0,38.2,39.8,4.4,3471.0,low,night,clear,synthetic,True,0.88
2026-01-03T19:30:00,LOC001,0.0,40.0,41.3,6.5,1936.0,low,night,clear,synthetic,True,0.88
2026-01-03T20:00:00,LOC006,0.0,29.2,29.7,30.0,1226.0,low,night,windy,synthetic,True,0.88
2026-01-03T20:30:00,LOC007,0.0,18.2,18.2,26.9,3208.0,low,night,clear,synthetic,True,0.88
2026-01-03T21:00:00,LOC002,0.0,34.9,39.7,11.4,2596.0,low,night,clear,synthetic,True,0.88
2026-01-03T21:30:00,LOC010,1.83,34.4,34.6,20.8,623.0,low,night,clear,synthetic,True,0.88
2026-01-03T22:00:00,LOC004,0.0,38.3,39.5,20.3,1904.0,low,night,clear,synthetic,True,0.88
2026-01-03T22:30:00,LOC006,0.0,20.4,20.4,14.2,2812.0,low,night,clear,synthetic,True,0.88
2026-01-03T23:00:00,LOC009,0.0,32.6,35.5,15.1,3524.0,low,night,clear,synthetic,True,0.88
2026-01-03T23:30:00,LOC007,0.0,29.4,29.7,10.0,4347.0,low,night,clear,synthetic,True,0.88
2026-01-04T00:00:00,LOC005,0.0,16.5,16.5,24.5,4524.0,low,night,clear,synthetic,True,0.88
2026-01-04T00:30:00,LOC010,0.0,35.5,37.3,21.0,3634.0,low,night,clear,synthetic,True,0.88
2026-01-04T01:00:00,LOC005,0.62,38.8,41.3,30.1,1450.0,low,night,windy,synthetic,True,0.88
2026-01-04T01:30:00,LOC004,0.0,16.2,16.2,18.5,2952.0,low,night,clear,synthetic,True,0.88
2026-01-04T02:00:00,LOC006,3.66,32.4,35.5,32.0,631.0,low,night,light_rain,synthetic,True,0.88
2026-01-04T02:30:00,LOC002,0.0,18.4,18.4,21.3,4008.0,low,night,clear,synthetic,True,0.88
2026-01-04T03:00:00,LOC001,6.55,27.1,28.8,1.4,59.0,high,night,light_rain,synthetic,True,0.88
2026-01-04T03:30:00,LOC007,0.0,22.0,22.0,27.3,1159.0,low,night,clear,synthetic,True,0.88
2026-01-04T04:00:00,LOC003,6.92,25.6,25.6,8.7,180.0,high,night,light_rain,synthetic,True,0.88
2026-01-04T04:30:00,LOC006,2.95,27.8,31.5,24.4,255.0,medium,night,light_rain,synthetic,True,0.88
